"geometry_text","geometry","path_id","image_point_id","order_id","safety_avg","attractiveness_avg","business_avg","safety_stddev","attractiveness_stddev","safety_attr_diff","safety_max_diff","attr_max_diff","attractiveness_reason","safety_reason","rating_count","male_ratings","female_ratings","male_safety_avg","female_safety_avg","age_19_39_safety_avg","age_40_59_safety_avg","age_60_plus_safety_avg","age_19_39_safety_count","age_40_59_safety_count","age_60_plus_safety_count"
"POINT(961252.08 6464158.957)","0101000020110F00008FC2F528C8552D41EE7C3FBDA7A85841",10,1807,16,2.9,2.8,2.30,0.88,0.92,0.10,2,3,"road is too narrow|old buildings|architecture is too simple |Not very much attractive|ugly;offices;cars parked|not many amenities|pretty skyline|Brighter colours; Church.","road is too narrow|scryffy place; a loz of parking garages|good infrastructure|Seems safe|not a nice place|tight road|Church; residential; parking; pavement.",10,2,4,3.50,2.50,2.71,NULL,NULL,7,0,0
"POINT(961247.582 6464189.792)","0101000020110F00006DE7FB29BF552D41C520B072AFA85841",10,1808,17,3.7,3.0,2.00,0.50,0.50,0.67,1,2,"pretty |boring","you never know what might happen|houses",9,2,4,3.50,3.75,3.50,4.00,NULL,6,1,0
"POINT(961238.581 6464251.37)","0101000020110F0000FED47829AD552D417B14AED7BEA85841",10,1810,19,3.5,2.8,2.30,0.85,0.92,0.70,2,3,"park|ugly, fence, grey","dangerous at night|privat buildings|closer to main road",10,3,4,4.00,3.25,3.29,4.00,NULL,7,1,0
"POINT(961243.059 6464220.603)","0101000020110F00007D3F351EB6552D41508D9726B7A85841",10,1809,18,3.3,2.9,2.00,0.82,0.88,0.40,2,3,"road is too narrow|Dull colours; some trees.|nice buiklings|architecture is too simple |grey;fences;cars;dull|Nice buildings, clean road|well maintained buildings|Not very much attractive","road is too narrow|Residential; clean; pavements.|cameras|good infrastructure|Residential, clean|no issues|Seems safe",10,2,6,3.50,3.17,3.29,3.00,NULL,7,2,0
"POINT(961228.667 6464278.867)","0101000020110F00002506815599552D4191ED7CB7C5A85841",10,1798,20,3.3,3.3,2.83,0.89,0.97,0.08,3,3,"architecture is too simple |Dull buildings, no features|close to intersection|park pretty|trees, residential street, nice place to live|Leaves; some nice colours; cohesive buildings; green space.|Not very much attractive|attractive to families with kids; old restaurated bildings;|green","good infrastructure|No reason to feel unsafe|close to intersection|dangerous at night|residential side street, parked cars, dark|Junction; no crossing; parked cars.|Seems safe|open space; lot of buildings with flats;|openness",12,3,5,3.67,2.80,3.00,3.00,NULL,7,2,0
"POINT(961259.499 6464283.845)","0101000020110F000091ED7CFFD6552D41E17A14F6C6A85841",10,1799,21,3.1,3.6,2.53,0.88,0.74,0.53,3,2,"building looks nice; roads look good; some trees|many trees|small park with benches, bustling marketplace|trees; wide|trees|its park pretty much|tree lined|green; open","high foot traffic; residential area|park area|clean houses, busy market|open; main road; buses|in the dark it could feel dangerous maybe with the open empty marketplace |maybe dangerous at night|residential|good visibilty",15,4,9,3.50,3.00,2.92,4.00,NULL,12,2,0
"POINT(961290.13 6464288.725)","0101000020110F0000295C8F4214562D416666662EC8A85841",10,1800,22,3.7,3.5,3.41,0.85,1.01,0.24,3,3,"Leaves; green space; well-maintained.|There are trees and a little garden that makes the area a little more attractive. |close to intersection and park|trees; uniform architecture|trees; plain buildings|a high potential for buisnesses like restraurants because of no competitorts;|trees; free|Not very much attractive|small park, trees|pretty park|green","Open businesses; crossing point; pedestrians; cars parked well.|neither safe nor unsafe. Average for a city.|close to intersection and park|Narrow traffic lanes; open market; businesses; pedestrian crossings|pedestrians|openness; good visited; lots of green(Trees, Park, gras);|people; businesses; public; open|Seems safe|street with movement of people, small park|openness",17,3,9,3.67,3.56,3.56,3.25,NULL,9,4,0
"POINT(961278.707 6464005.688)","0101000020110F00006DE7FB69FD552D412731086C81A85841",10,1802,11,3.9,3.7,3.64,0.70,0.65,0.18,2,2,"ugly large white building, lots of signs|well kept|old great buildings; |there are coloured buildings near by","big road|well kept|open; small Houses; |it is in town",11,2,6,4.00,3.67,3.75,4.00,NULL,8,1,0
"POINT(961292.001 6464002.073)","0101000020110F00006F12830018562D413108AC8480A85841",10,1790,10,3.8,3.4,3.83,1.06,0.90,0.33,3,3,"normal|architecture is too basic|Dull colours; no cohesion.|Looks ok|sprawl|some nice older buildings, trees, nice city centre street|is a bit attractive|it is decent |close to public transport area; very spacious|mixed architecture; trees; well kept","normal|good infrastructure|People around; wide road; public transport.|Looks safe|traffic|wide open busy space.  careful of busy road|Seems safe|it is in town|close to public transport area; very spacious|Wide pavements;open businesses; mix of people",12,4,6,3.75,3.83,3.71,3.75,NULL,7,4,0
"POINT(961322.305 6464007.132)","0101000020110F0000C3F5289C54562D4121B072C881A85841",10,1789,9,3.6,3.3,3.81,0.96,0.93,0.38,3,3,"normal|nice trees, nice looking road, nice shops, pretty all around |plain buildings; traffic|ugly buildings, square and boring|maintained roads; newish buildings|open; green|tram; big road|many busineses, public transport|open; commercial|close to public transport area; very spacious|ugly large buildings","normal|Big open areas|it is in town|busy|big buildings, somewhat safe, not unsafe|high foot traffic; large space; No graffiti |Big street; looks dangerous|tram; crowd|main street, public traffic|busy|close to public transport area; very spacious|not very well maintained road",16,6,6,3.67,3.33,3.58,3.00,NULL,12,2,0
"POINT(961352.845 6464011.488)","0101000020110F00000AD7A3B091562D415A643BDF82A85841",10,1788,8,3.6,2.9,4.00,1.15,1.00,0.71,3,4,"open; trees|Not very much attractive|for shops perfekt; not for have a home here;|not so nice buildings|close to public transport area; very spacious|Boring colours; no cohesion.|architecture is too basic|there is construction occurring ","tram; crowd; cars; shops|manhy traffic lanes|Seems safe|good visited; good looking place for everyday shopping;|not a lot of pedestrians|close to public transport area; very spacious|People around; tramlines; open businesses.|good infrastructure|it seems to be surrounded by lots of other shops and restaurants ",14,3,8,4.67,3.13,3.64,2.00,NULL,11,1,0
"POINT(961380.097 6463999.995)","0101000020110F0000E7FBA931C8562D417B14AEFF7FA85841",10,1787,7,3.7,3.0,3.90,0.92,0.94,0.75,3,4,"trees along the street|okay but not very attractive|Pretty old buildings; trees|close to intersection|ugly buildings, big road junction|nice|not very beautiful for have a home here but for shops should be amazing palace |Traffic and roads|there is construction occurring ","Is safe|reputable businesses|big open road with public transport makes you feel like there is places to seek shelter or help |Big road; lots of cars; road work|close to intersection|More people around|crowdedness|open space; lot of visiters;|I can't see any specific danger, but it doesn't look totally safe.|it seems to be surrounded by lots of other shops and restaurants ",20,4,10,3.75,3.40,3.64,3.20,NULL,11,5,0
"POINT(961406.3 6463905.88)","0101000020110F00009A999999FC562D4185EB517868A85841",10,1795,4,3.1,2.3,2.08,0.76,0.63,0.77,2,2,"weird|bland|architecture is too basic and not homogenous|it is ugly there is graffiti too|Graffitti; boring buildings; trees.|There's not people|it is ugly there is graffiti too|it is ugly there is graffiti too|Not very much attractive|street looks quite creepy and dark","dangerous at night|lighting|good infrastructure|there are many cars around|Graffitti; cars parked neatly; narrow street; few lights.|Quier|there are many cars around|there are many cars around|Seems safe|street looks quite creepy and dark",13,5,6,2.80,3.50,3.20,2.50,NULL,10,2,0
"POINT(961408.801 6463874.702)","0101000020110F000008AC1C9A01572D416891EDAC60A85841",10,1796,3,3.2,2.6,1.88,0.81,0.79,0.53,2,2,"small street cosy|grafitti; unattractive|tree lined|unattractive location|small street cosy|the buildings are not very nice","one road no crossings|dingy; isolated|built up and cared for|cars on pavement, narrow pavement|one road no crossings|back part of big buildings",17,4,11,3.00,3.36,3.18,3.20,NULL,11,5,0
"POINT(961418.943 6463823.234)","0101000020110F000060E5D0E215572D4123DBF9CE53A85841",10,1791,1,3.1,2.6,2.60,0.95,0.96,0.48,4,3,"it is ugly|quite dirty|greeness; a lot of oldfashioned buildings; charme;|ugly","openness; a lot of green(trees, gras, bushes); |dangerous at night",25,7,13,3.71,2.69,2.94,3.00,NULL,17,5,0
"POINT(961410.782 6463843.692)","0101000020110F0000D34D629005572D415EBA49EC58A85841",10,1797,2,3.4,2.7,2.64,0.92,0.90,0.63,3,3,"close to intersection|Graffitti; boring colours; brick patterns everywhere.|Not very attractive|not a nice neighbourhood|one side industry othert side old scruffy building |architecture is too basic and not homogenous|trees|there's not much traffic|it is ugly","area looks dim |Few cars; crossing points; parking spaces; graffitti.|Seems safe|not people around|non open space; not good visited;|good infrastructure  |dangerous at night|it's quier|an enclosed space",11,3,5,3.67,3.40,3.22,NULL,NULL,9,0,0
"POINT(961399.231 6463936.483)","0101000020110F0000CBA14576EE562D41D578E91E70A85841",10,1794,5,2.8,2.5,3.15,0.80,0.52,0.39,3,1,"shops|grafiti, run down buildings;|okay but a bit boring looking|Trees: architecture|graffiti, bins, older buildings one side.  Modern buildings and trees","cars parked on pavement|small road; no tags|grafiti, quiet part of town; side alleys|dark, dull, lack of hospitality open to public gives feeling of isolation|Some Graffiti; a bit off the beaten track|side street with dark alley with bins.  Quite busy which is good",13,4,6,3.25,2.50,2.78,2.50,NULL,9,2,0
"POINT(961390.422 6463966.408)","0101000020110F00004E6210D8DC562D4108AC1C9A77A85841",10,1793,6,3.4,2.7,3.45,0.92,0.65,0.63,3,2,"it seems centric|is a bit attractive|not very attractive|Not very attractive but has potential|architecture is too basic|Some graffitti; dull colours.|close to junction|weird looking","it seems centric|Is safe|lots of grafitis|Open space, business, bikes parked up|good infrastructure|People around; fairly pedestrianised; pavements; quite narrow street.|close to junction|open spaces",11,4,5,3.75,2.80,3.00,4.00,NULL,8,2,0
"POINT(961623.946 6463734.926)","0101000020110F0000AC1C5AE4AF582D41819543BB3DA85841",20,2107,3,3.0,2.3,2.50,0.82,0.50,0.75,2,1,NULL,NULL,4,1,3,3.00,3.00,3.33,2.00,NULL,3,1,0
"POINT(961596.898 6463718.612)","0101000020110F0000F0A7C6CB79582D410C022BA739A85841",20,2108,2,2.9,2.3,2.40,0.74,0.48,0.60,2,1,"grey buildings all around, lots of cars|Graffiti, scaffolding and traffic fences|Grafitti ; large difference in property type|The grey building seems nice, but other than that everything looks plain|No greenery; looks boring","no shops or people around|Area looks a mix of shabby and new apartment buildings|Narrow pavement ; visible vandalism|one side of the street seems to be under contruction|Looks Rough; Graffiti; ",10,1,9,3.00,2.89,2.86,3.00,NULL,7,3,0
"POINT(961570.565 6463702.04)","0101000020110F000014AE472145582D41295C8F8235A85841",20,2109,1,3.5,2.6,2.37,0.90,0.90,0.95,3,3,"there are no trees ect|No pavement; no trees; half unkept|New architechture; bushes","Modern area with cycling lanes, clean apart from grafitti|Bike path; separate pedestrian zone|it looks clean, bright, residential area|Spacious, clean ",19,8,9,3.50,3.56,3.64,3.20,NULL,14,5,0
"POINT(961650.439 6463751.234)","0101000020110F0000A69BC4E0E4582D4123DBF9CE41A85841",20,2106,4,3.0,2.5,2.45,1.00,0.69,0.55,3,2,"Very dull surroundings despite modern buildings|Large main road ; grey area ; run down|open; clean|the shop on the left brings down the attractiveness score for me|grey and boring; no greenery;","Looks slightly less well looked after but modern|Narrow pavement ; proximity to main road|open; clean|tram line; traffic; |seems to have more passerbys around this area|looks lonely: Not safe at night in particular",11,3,8,3.33,2.88,3.00,3.00,NULL,6,5,0
"POINT(961769.868 6463817.753)","0101000020110F0000FA7E6ABCD3592D41E926317052A85841",20,2116,10,3.6,2.6,3.00,0.89,0.89,1.00,2,2,"beautiful|Not attractive; looks grey and dull|Grafitti |Some buildings are nice. There is a small green area. ","busy area with a bus stop|looks busy; |Transport around ; people around|there are no shops. ",5,0,5,NULL,3.60,4.00,3.00,NULL,3,2,0
"POINT(961751.843 6463808.013)","0101000020110F00002DB29DAFAF592D41F4FDD40050A85841",20,2123,9,3.5,3.5,3.92,0.78,0.88,0.00,3,3,"the trees and some older buildings|got a park area; like the buildings|beautiful|nice trees|Open; plants|color; clean; facilities","its open and probably cameras|open big street|more people, centre|seems neat|Open; many people; transport stops|school; line; poles; curb",13,2,11,3.50,3.45,3.40,3.67,NULL,10,3,0
"POINT(961703.252 6463784.214)","0101000020110F0000DD2406814E592D410E2DB20D4AA85841",20,2104,6,3.9,3.4,3.43,0.38,0.79,0.43,1,2,"Buildings better quality; some greenery in the distance|urban; potential; |bricks|nicer looking properties|beautiful building","Looks like an ok area; bit lonely at night|busy; well lit; other businesses; |table, chairs|nicer looking properties|seems to have more people going about?",7,3,4,4.00,3.75,4.00,3.67,NULL,4,3,0
"POINT(961677.018 6463767.395)","0101000020110F0000C74B37091A592D4114AE47D945A85841",20,2105,5,3.3,2.5,3.00,0.65,0.90,0.83,2,3,"Good area |no nice buildings|rather dated appearance of commerical premises, although some aesthetically pleasing buildings|bleak; uninviting|Dull buildings|Foliage","Clean and nice place |openness; busy|some residential and commercial premises, so is not isolated or remote|Residential; wide streets, passing cars|Looks safe|Maintained",12,5,7,3.60,3.14,3.29,3.40,NULL,7,5,0
"POINT(961726.324 6463792.512)","0101000020110F0000F853E3A57C592D41A69BC4204CA85841",20,2122,7,2.3,2.2,2.33,1.12,1.09,0.11,3,3,"Iron bars on windows, graffiti on walls, no green spaces|no green areas around|good for living;|graffiti makes it less attractive|very unattractive; rundown; graffiti|looks degraded; low class apartments; not rich cars","Iron bars on windows, graffiti on walls, |some shops around|clean; residential area; |It doesnt look that safe in my opinion|looks rough; poor buildings; lonely |graffiti; poor light",9,1,8,2.00,2.38,2.57,1.50,NULL,7,2,0
"POINT(961741.984 6463801.785)","0101000020110F000017D9CEF79B592D41A4703D724EA85841",20,2115,8,3.1,2.9,3.00,1.21,1.07,0.28,3,3,"Maintained properly|Looks boring; run down area;|beautiful scene|nice buildings ; trees|Graffiti on the wall|bit dark looking","Police surveillance|Looks a bit rough; run down;|more people walking pass|lots of people|Graffiti on the wall|wider road. feels safer with a tram. wider pavements",7,3,4,2.33,3.75,3.60,2.00,NULL,5,2,0
"POINT(961849.38 6463867.132)","0101000020110F0000295C8FC2725A2D4121B072C85EA85841",20,2119,13,3.7,3.5,3.67,1.03,0.84,0.17,3,2,"clean; quirky|nice houses, clean street","open; clean|wide and clean road, clear view|kindergarten; residential area;",6,3,3,3.67,3.67,4.00,3.00,NULL,4,2,0
"POINT(961822.964 6463850.436)","0101000020110F0000736891ED3D5A2D418B6CE79B5AA85841",20,2118,12,3.8,3.0,3.00,1.26,0.82,0.75,3,2,"beautiful|Buildings are not good quality; trees look black","seems to be crawded area|Looks like a lonely place at night:",4,0,4,NULL,3.75,4.33,2.00,NULL,3,1,0
"POINT(961796.471 6463833.946)","0101000020110F000079E926F1085A2D4196438B7C56A85841",20,2117,11,3.3,3.3,3.67,1.53,1.15,0.00,3,2,"trees; open space","graffiti; well overlooked|busy area",3,1,2,3.00,3.50,5.00,2.50,NULL,1,2,0
